Nama,Tanggal,Rating,comment
Park Jimin 2608,15 Juni 2021,4,"Ayo download tiktok segera,, bak video bagus dan menarik lain 😉. . . . Jangan lupa masukan kode GBRNTTZRRXYUG Untuk mendapatkan uang tunai jutaan rupiah..."
Feggyan Windari,23 Juni 2021,4,Mohon untuk lebih teliti lagi dalam memilah video yang akan muncul. bak anak kecil bermain tiktok. terutama video yang mengandung unsur pornografi atau ujaran kebencian. kenapa yang kayak gitu gak diblokir? Saya upload video kucing laga makan kok video saya dibanned.
VN,27 Juli 2021,4,Kok sekarang koin saya hilang sudah 1bulanan biasa kalo nonton video selama 30menit dapat koin kok sekarang gak ada padahal sudah update terus
Winda Supini,11 Juni 2021,4,Ini kenapa install lama banget please dong dowlond jangan lama please sudah berhari hari bahkan berbulan bulan ini aplikasi gak muncul di layar hp ku malah baru 30% terus padahal wifi ku selalu full tolong dibantu oke developer
FYZ OFFICIAL,20 Juli 2021,4,"Min kok pu saya jadi ga ada menit2 nonton ga menang point juga kalo nnton, id mochgilangprayoga"
wahyu Doni Setyawan,3 Juli 2021,2,Kenapa akun tiktok saya tidak bisa bertambah poin padahal saya event bonus tiktok dan sudah mengklik iklan untuk mendownload video agar pohon tapi kenapa selama 30 saya menonton video tidak bertambah point di akun tiktok saya
Borneo 89,20 Juli 2021,4,SnackVideo aplikasi yang bisa menghasilkan uang. Ini kode ya..
Rajah 9-H,22 Juli 2021,1,Hmm...kok tidak bisa didownload ya lama banget
saeful khomar,1 Juli 2021,4,"Terima kasih sudah bisa lagi menonton Dan klik koin. Saya tambahi bintang dari 2 ke 4, kalo tidak ada kendala lagi ke depan saya kasih bintang lagi . Terima kasih"
X BRAY,22 Juni 2021,4,"penarikan saldo kalo bisa tambahkan jangan jangan dana/bank aja soal tidak semua orang pu akun dana premium dan pu nomor rekening bank, tambahkan shopeepay/gopay/ovo kalau bisa"
AJAI 03,10 Juli 2021,4,"Saya kasih bintang empat, soal saya suka aplikasi  sebelum diperbarui, kita nonton video 30 menit sudah bisa dapat 70.000koin Rp7.000 tapi setelah di perbarui malah turun koin yang kita peroleh selama nonton, agak kecewa sih tapi good lah harapan ku diperbaiki lagi biar makin bak yang instal aplikasi..."
Fendi Maulana,11 Juli 2021,4,Kenapa gambar klik poin gak ada. tolong admin untuk memperbaiki sudah 2 hari nonton video gak dapat point
Krisda Yanti,19 Juli 2021,4,"Saya akuin aplikasi tiktok emang bagus,tapi saya sekarang engga pernah buka2 tiktok lagi karna tiba2 akun saya diblokir sama tiktok kan jadi saya kecewa dong"
Meyva Putri,1 Juli 2021,4,Saya pas buka tiktok kenapa tidak ada komentar? dan saat saya komentar tidak bisa? Gimana ini mohon dibantu ya. kalau tentang hiburan semua bagus. Semoga bisa diperbaiki ya min
Muhammad Fadil,30 Juli 2021,4,Aplikasi ini bagus sih tapi tolong dong diubah penarikan menjadi dana biasa bukan yang dana premium karna aku masih bocil gak pu ktapi karna saldo saya ditiktok sudah 31 ribu kan lumayan buat beli paketan
DULLOH GAMING,2 Juli 2021,4,"Kenapa dengan tiktok gua sudah susah susah naik dan ketika gua sudah naik 35,7 folowers kenapa viwers  cuma 10 yang like 4 itu gak masuk akal tolong lah diperbaiki 🙏 kalo sudah di perbaiki gua akan kasih bintang 5🙏"
Gus Helmi,25 Juli 2021,4,Kenapa saya mau memasukkan kode Ada Kesalahan jaringan harap Coba Lagi
Ardi Yulianto,15 Juli 2021,4,"Sekarang enggak dapat koin lagi nonton tiktok , ada yang sama?"
Asus Bayppas,17 Juli 2021,4,"aplikasi bagus banget, cuman kalau bisa hadiah undang teman distabilkan lagi seperti dulu lagi 🙏🙏🙏🙏😍😍🥰🥰🥰 kangen Tiktok dulu.🙏🙏🙏😍😍😍"
AtharTv production,19 Juni 2021,4,"Cuma saran bagi pemilik perusahaan tiktok indonesia ,kami mohon video video yang senonoh untuk tidak di ijinkan di upload, ingat bak anak anak main tiktok...."
Numpang Sabanta,10 Juni 2021,4,Dulu aku tidak suka tiktok karna yang muncul diberanda joget2 aja terkesan alay. Sekarang aku download karna bisa dapat koin yang bisa di wD... dan juga isi tiktok bervariasi juga rupa.... ada faedah juga selain koin.
anak jantan,10 Juli 2021,4,"Kak tiktok aku kok gak bisa masukan kode, selalu error' kata"
Palangka Raya,6 Agustus 2021,4,Lumayan..suka sihh Yang inti bak mendapat pengetahuan saya.
Rus Mini,16 Juli 2021,4,Lumayan hasil nonton tiktok bisa beli pulsa dan token lampu.... Makasih tiktok
Ar bayu,4 Agustus 2021,4,jangan download
BEDHE 14,14 Juli 2021,4,tidak menghibur sama sekali
Andrian Maharani,6 Agustus 2021,4,aplikasi favorit aku sering scroll tiktok tapi gak ada pendapatan iya atau apa gak pernah fyp lagi
Samuel Koto,7 Agustus 2021,4,bak video pencemaran nama baik
Alvin Tungkagi,16 Juli 2021,4,Saya meminta tolong untuk pihak tiktok agar mengembalika akun saya yang diblokir.. Saya sudah medari kesalahan saya maka meminta tolong agar di pertimbangkan lagi. Terima kasih
Gun Baysca,1 Agustus 2021,4,Saya masukan kode teman ko error.. kontrol penipuan brarti tiktok cuman ngeprank doang .... jadi males ngundang teman ... masukan kode aja error terus
memetz slamet riady,23 Juni 2021,4,"Aplikasi keren terbukti membayar..tapi setelah semakin lama main koin yang diberikan semakin kecil sehingga sangat susah mengumpulkan point, tolong developer diperbesar jumlah koin..setelah koin besar baru bintang 5"
Kode undangan tiktok GBDPPMNGMPYTG,28 Mei 2021,4,Apa sangat bagus banget aplikasi bisa jadi tersenyum ketawa jadi hidup lebih seneng ...
Adhen Sukma,1 Juli 2021,4,"Ini kenapa padahal saya pengguna baru tapi ko bonus 3k  gak dapat😞 Terus pas nyelesain misi gak maju"" Lagi pas mau masukin kode tidak lolos kontrol penipuan maksud apa? Saya kan pengguna baru Tolong ya admin😉 diperbaiki lagi biar kami warga 62 jadi puas kaya dulu lagi😃."
Arief Nurul Zaman,28 Juli 2021,2,Ingin dapat penghasilan dari tiktok susah harus yang sexi terus gitu?
Sabriansyah Putra hiola,13 Juli 2021,4,kenapa sekarang sudah tidak ada Misi buat tiktok.? Koin/Hadiah masih ada tapi Misi yang sudah tidak ada? Mohon penjelasan
Yigo83 Cjdw,2 Agustus 2021,4,kenapa koin saya tidak bertambah padahal sudah ikut event
Susii Susanti,18 Juni 2021,4,"Aku ingin sekali menjadi seorang yang lebih bagus lagi kalau bukan karena aku tidak bisa, , saya tak pernah bisa menang dari pada ngurusin orang lain yang tertarik pada iklan. . Mereka yang tidak yang paling penting adalah bagaimana kita harus bisa menjadi orang lain."
Maya Kresna,20 Mei 2021,4,"Aplikasi ini bermanfaat tentu karena bak konten kreator yang membagikan ilmu mulai dari agama, bisnis, skill tergantung bagaimana kita memanfaatkan. Saya rasa yang bilang jelek masih belum memperluas penggunaa"
ngotok chanel,21 Juli 2021,4,Aplikasi terbukti membayar.. Bantu ramein ya kak GB5X9ZNGJPYWT
Suka Mandi,7 Agustus 2021,4,"Okeh ... Masuk fyp, gue kasih 1 bintang lagi. ... Xixixi serius"
Aldi Tano,16 Juni 2021,4,Jika ingin rating tinggi permudah misi dalam event .masa iya ngundang 50orang .coba kayak tiktok lite ha 20 orang .dijamin pasti naik rating .sebelum harus memberi rating 5 star
Badria Matus,6 Agustus 2021,4,"so good, kok sekarang lag sih patah-patah tolong dong"
Luci Ana,14 Juli 2021,4,Belum pernah dapat duit dari tiktok ini.. tapi saya terhibur
Sherly Anastasya,5 Juli 2021,4,"Terhibur juga sih dengan ada aplikasi ini, G A 3 A E T 4 U W P Y T G bisa digunain kak supaya dapat tambahan saldo. <€..."
Kode undangan ❹⓿❸❷❽❽⓿❻❺,26 Juni 2021,4,Gak perlu repot repot biat menghibur diri cukup nonton video di tiktok bisa senang melihat bagus banget aplikasi ...
Sarip Saepuloh,17 Juni 2021,4,"Buat pengembang, tolong perbaiki aplikasi karena makin kesini makin bikin panas suhu hp dan panas sangat over banget. Semoga masukan ini diperhatikan demi kemajuan bersama."
Frans Obe,22 Juli 2021,4,Aplikasi keren habis sangat bagus pokok maju terus tiktok.
Titik endangmurni,19 Juli 2021,4,Kak kok pu aku tidak ada bonus koin lagi gimana cara biar dapat bonus lagi
魚Sakana,14 Juli 2021,4,Kenapa sekarang komenan gak bisa disalin? Mohon diperbaiki ya🙏
Aris Manto,11 Juli 2021,4,Sangat membantu para kreator melurkan bakat. Terimakasih
Sri Mayasari,23 Juli 2021,4,"Awal saja bisa nonton dapat uang kesini tidak bisa lagi nonton,. coba jelaskan dong"
sugi hono,3 Agustus 2021,4,Bermanfaat dan bisa buat hiburan hilangkan penat dari aktivitas
Ivan Leonardo,23 Juli 2021,4,"Bagus Sekali, Saya Sangat Puas Banget Dengan Aplikasi Ini"
Prabu Jaya,17 Juli 2021,4,kok tiktok gua gak ada tugas nonton sih kenapa ya?
Badiati aradhiva,6 Agustus 2021,4,Beberapa hari ini tiktok lag padahal sil atau wifi bagus
ALFIAN MV,9 Juli 2021,4,Aku suka aplikasi ini ... Tapi.... boleh block gacha heat? Karena aku benci gacha heat.. dan ada gacha heat di tiktok... Keluar gacha heat 
Kadek bayu setiawan giri _MIPA 2,9 Juli 2021,4,"Aplikasi bagus, keren, bak video bagus, kreator kreator baik. tapi kenapa semenjak update kok cuma ada akun bisnis akun kreator dikemanain tolong dikembalikan ini karna sangat berguna untuk kreator kreator yang menggunakan akun selain untuk bisnis. sekian saja tapi tetap ini aplikasi bagus banget�..."
Kus Niyati,1 Agustus 2021,4,4 bintang dulu ya... nanti kalo akun ku sudah bagus like sama yang nonton tambahkan 1 lagi🙏😊
Aan Camp Pres,29 Juni 2021,4,Ini aplikasi emang bagus banget bray apa lagi kalo lagi gabut kalo gak lagi gak mood coba aja nonton video ada yang ngakak sampai yang sedih. Jangan lupa pakai kode undangan aku ya GBYLMASMZXYYT
ERLAND ALANO,21 Juli 2021,4,Aplikasi ini bagus banget aku suka tapi jangan update terus ya
yunita dyah savitri,21 Juli 2021,4,Saya kecewa kenapa sekarang susah buat upload video di tiktok
Teguh Amin,28 Juli 2021,4,Aplikasi bagus banget tapi kalo bikin video gak ada yang like 😒🔪
Chika Ahmad,14 Juli 2021,4,Kenapa sekarang tidak bisa mendapatkan koin saat menonton video
Y u s u f N i h G e n k,6 Agustus 2021,4,Wah bagus aplikasi banget
Rhivana Dhea Peranajaya,1 Juli 2021,4,aplikasi jelek Eh tapi bohong aku suka banget
Revan Evan,3 Juni 2021,4,Buat Tiktok Untuk event 1juta ..telah berakhir... saya harap event tiap nonton dapat uang.. masih di teraplikasikan dan permanen... jika hal demikian di teraplikasian... pasti akan lebih bak lagi orang-orang mendownload tiktok ..karna pasti sama2 menguntungkan... kami menonton dan dan pihak tiktok mendapatkan uang...
Hawwa Nuha,8 Agustus 2021,4,aplikasi ini sangat bagus ......tapi kenapa kalo aku daftar gak bisa'
Endang Pamungkas,3 Juli 2021,4,"tiktok untuk menghibur yes ok lah yaa yang lucu buat orang ngakak itu bagus... jangan yang ada unsur mengejek, porno dengan baju yang minim bahan itu sebagian orang suka dengan yang fulgar cewek cantik tapi untuk orang yang dewasa seperti saya yang sudah 57 tahun agak risi lihat harus diseleksi juga karena tiktok sudah disukai ..."
ukhtina fatimah,31 Juli 2021,4,Aplikasi bagus tapi harus bikin akun gapapa bagus kok.
Grand Ck,5 Agustus 2021,4,Bagus si tapi gara gara ada yang parah parah jadi bintang 4 
Agung Firman Halawa,21 Juli 2021,4,Kok tidak bisa melakukan pengisian saldo di aplikasi ni.
Andeka Saputra,25 Mei 2021,4,Aplikasi Sangat Bagus Dan Menghibur Sekali Dan Apa Alasan Saya Kasih Bintang 4 karena saya kecewa kenapa penghasilan semakin hari semakin mengecil. Yang tadi 70000 Point Dan sekarang Tinggal 49000 Point.
Sti Rhni,29 Juli 2021,4,"Please aplikasi ini aku mah kasih tau aja ya Tolong kalau sedot paketan/ kuota jangan terlalu bak, bagus sih rame mah cuma ajah yang tidak bagus paketan 😞"
anas stefi nailah khoerunisa,17 Juli 2021,4,"ngeselin ih, update mulu tapi bagus sih, kuota gue jadi miris mulu kalo tiap minggu harus update melulu"
Umi Lilik Ambarwati,17 Juli 2021,4,Kenapa event menonton video dapat koin gak ada lagi ya..
Adil Firmansyah,20 Juni 2021,4,aplikasi tiktok ini bagus banget
Muhammad Ramadhan,25 Juli 2021,4,Love you tiktok mantep terus lah memberi kemanan kepada pengguna😊
Munfaridah Nugraha,24 Juli 2021,4,😂😂😂😂lucu bagus juga
Bagus 1989,21 Juli 2021,4,Baru2 ajah koin ada kok sekarang gak ada coint nonton video
Frederika Simarmata,4 Juni 2021,4,Dear tiktok..saya kasi bintang 4 sekarang..sekarang saya tidak bisa menarik ditiktok... jujur aplikasi ini sangat keren dan bagus. Tapi saya sedikit kecewa .tolong pulihkan akun saya..biar saya bisa menarik uang  lagi ....terimakasih
sulistiana 98,12 Juli 2021,4,"Aplikasi keren bisa menghasilkan duit, tapi kenapa pengguna lama sudah tidak bisa menghasilkan koin? Tolong berikan penjelasan🙏"
Prayit pelaut,22 Juli 2021,4,Perlu bantuan dong please koin tidak bertambah padahal sudah nonton lama banget
Dipo Dipo,19 Juli 2021,1,Jelek
Have Good day,3 Agustus 2021,4,Sangat - sangat mengisi waktu bahkan saya sampai lupa waktu😄
Yanti sosilawati,6 Agustus 2021,4,Bagus sih tapi kenapa ya sekarang tiktok sering lag gak seperti dulu
Nidaayuu Nidaayuu,13 Juli 2021,4,"Sering bermasalah dengan koin yang tidak berjalan sama sekali, padahal sudah direset ulang tetep gak bisa, tolong dong agar diperbaiki lagi"
Erin Vina,14 Juni 2021,4,hai tiktok akun ku grandelovmr kenapa gabisa post video ya??? sudah berhari hari loh ???????? Please aku MAU NGONTEN INI
Ramlan Annajah,2 Agustus 2021,4,Aku seneng suka main tiktok karena bak video keren dan pendek aku kasih bintang 4
Bayu Rizki N. S,23 Juli 2021,4,Mengasikkan semoga bisa seperti aplikasi like bisa dapat uang dengan mudah
ronirosadi Roni,6 Agustus 2021,4,Bintang 4 dulu kalo gampang cari koin nambah lagi bintang
Tasya Richard,28 Juni 2021,4,tiktok bagus. Tapi tiktok gue seperti lambat yah apa tergantung followers dan viewers? Soal orang lain sudah ada yang bssa live dan pu 3 menitan tapi gue gak ada. Gimana?
Putri Puspaningrum,15 Juni 2021,4,"Maaf, boleh gak ya kalo tiktok sediain fitur edit caption di video yang sudah di upload.. terus pin komentar jangan cuman di IPhone aja.. terima kasih 🙏🏻"
Sg,7 Agustus 2021,4,Kak aku suka sih sama fitur² baru but kok jadi lag ya?
Lime Offcl,27 Juli 2021,4,Aplikasi lumayan💗 Tapi kenapa kok gak bisa dapatin saldo ya?
JEGAGIX OFFICIAL,1 Agustus 2021,4,"Kenapa setiap aku post video kena langgar terus😭 mohon dari pihak admin tiktok jangan gitulah,  akun aku i_am_wong75"
Uswatun Chasanah,11 Juli 2021,4,Bagus sih selama pake tiktok gaada masalah sama sekali.. tarik uang juga lancar. Tapi kenapa sekarang gaada bonus koin nonton video sih agak kecewa😳
Embun Rahmaa,7 Agustus 2021,4,"Bagus bak ilmu, selain itu aku juga suka buat quotes galau, haha pantau ya tiktokku embunrahmaa19🥰"
Anita Isfiani,1 Juni 2021,4,aplikasi bagus tapi kok saya kan ada kouta tapi gak bisa dibuka tulisa tidak ada koneksi internet aplikasi. yang Lain juga gak bisa cuman YouTube sama playstore doang yang bisa tolong di perbaiki ya
Andi Vhilbar,6 Juli 2021,4,"Aplikasi sangat bagus buat orang orang yang ingin berkreativitas sesuai apa yang mereka inginkan, seperti sekarang lagi ada masalah sama aplikasi , lapak ku yang kemaren rame tiba tiba jadi sepi 😥 sedih banget sih"
Nur Shalita,17 Juli 2021,4,Aplikasi yang bagus....keren sekali . yang belum download cepat download..
BIRU #TMCH,8 Agustus 2021,4,Min kok kalo mau tarik uang harus pake dana premium ya?
Ahmad irsyadul ibad,29 Juli 2021,4,"Jelek Banget tapi bohong, yakali Jelek 😂"
_Itz Rasya 28ツ_,11 Juni 2021,4,"sudah bagus kok, cuman kenapa ya? Saya sudah ngikutin bak orang loh, pas mencet kata ""Mengikuti"" Kenapa gak muncul Video orang yang saya Ikutin? Tolong benarkan."
My Story,23 Juli 2021,2,Kenapa makin lama ga bisa dapat koin? Padahal nonton sudah lama bgt
w i s Tzy,6 Agustus 2021,4,Aplikasi sangat menghibur sekali hehe codeF9UDWRDK6PYVU
Aditya Mahdani,27 Juli 2021,4,Mohon maaf ini kenapa kok gak bisa salin komentar ?
Nur Kolifah,13 Juni 2021,4,Sebener aplikasini bagus tapi sayang bagi pengguna coint yang diperoleh dari misi menonton video terlalu sedikit jadi kurang membuat pengguna lebih antusias menggunakan aplikasi ini karena coint yang didapatkan sangat sedikit dan di batasi perhari ha 30 menit tolong dong bisa lebih dinaikan hadiah...
Tolong Pulang,14 Juni 2021,4,"Sengaja dikasih bintang 4 dulu, soal bonus tugas undang pengguna baru saya tidak masuk, tolong kepada pihak tiktok agar memperbaiki bug dan masalah lain . Sekian terima kasih 😊"
Nur Azizah,7 Agustus 2021,4,Aplikasi ini bisa menghasilkan uang ta dari tukarkan point yuk masukan referal F63PQPVCEPYZT biar kalian bisa menikmati point ..
Javas Raditya,30 Juli 2021,4,Mengapa akun saya jarang fyp? Ini akun saya xyzbca722 Please fyp kan akun saya🗿🕶️🤏
Rizky Agung,6 Agustus 2021,4,Kenapa waktu lihat video sering lag padahal internet aman
RUSLI FIKRIANSYAH,20 Juni 2021,4,"Aplikasi bagus tapi pendapatan/perolehan koin sering bug dan gak muncul, tolonglah admin diperbaiki lagi ya sistem thank you. kalo sudah diperbaiki aku kasih bintang 5."
Rexti,19 Juli 2021,4,Kenapa pas kirim link tiktok tidak bisa di buka apakah tiktok sedang rusak?
HEWAN LUCU,12 Juli 2021,4,Durasi koin tonton tambahkan lagi. Biar sama sama menghasilkan
wildi senewe,24 Mei 2021,4,wah aplikasi bagus banget
Sorin Orson,3 Agustus 2021,4,Bagus cuman ngabisin paketan.
Wida Widayanti,9 Juli 2021,4,"Tolong dong tiktok saya gak bisa ganti akun dana ,padahal belum pernah ganti. Tapi jawaban telah melampaui batas pembaruan. Tolong dong pihak tiktok fitur ganti akun dana di buatkan."
Saipul Hidayat,11 Juni 2021,4,Sangat bagus Tapi sayang cara narik pendapatana ha bisa lewat dana . Dan harus lengkap juga akun danan Tolong dong akun dana jangan dipersulit jika ingin membuat tiktok semakin ok Dan tolong tempat penarika jangan ha dana sudah itu ajah yang saya mau kasih tau makasih
Muhammad Munir,9 Juni 2021,4,"Saya beri bintang empat karna ada sedikit masalah, yaitu kalau saya komen dan membuat video kenapa tidak pernah beranda ya, terimahkasih."
Ka Adin,31 Juli 2021,4,Tidak ada lagi yang dapat ku undangan aku tidak pu teman
Dewi Wardani,1 Agustus 2021,4,Kenapa gak bisa ngundang dan tarik saldo ya sama dapatkan koin
Alan Aripin,29 Juli 2021,4,Aku turunin karna tiap hari follow hilang dan yang nonton makin ngak ada tiktokkan 24 mei🙏
Shela Malinda,1 Agustus 2021,4,"kesempurnaan milik tuhan , maaf bisa kasih bintang 4"
Calon Sukses,14 Juli 2021,4,Tolong bolehkan lagi penarikan menggunakan akun bank virtual saya mohon🙏🙏🙏🙏🙏🙏
Ratih Purwasari,11 Juli 2021,4,Sangat suka aplikasi ini seru dan membuat bak teman dari mana saja. Sayang aku gak bisa masukin kode padahal berharap banget 😭🙏🏼
Adly Mustafa,24 Juni 2021,4,"Maaf, saya masih pendatang baru, tapi buat saya, Tiktok pas banget buat jadi salah satu hiburan diwaktu luang, Terimakasih buat Tiktok,"
Sablenks Suly,6 Agustus 2021,4,aplikasi ini masih susah dipahami untuk mendapatkan koin/uang
Nazatan Maryam,9 Juni 2021,4,Video jelek tapi bohong hayu
Rafay Alfajar Makalalag,7 Juni 2021,4,Wah aplikasi ini bagus bangat aku selalu tertawa hingga sakit perut kalau kalian tidak percaya download aja pasti kalian tertawa dan senang banget
aira Qumairaa anggrainy pandju,4 Juni 2021,4,Aplikasi jelek? Tapi bohong
kykyChan_087 kyky,28 Juni 2021,4,Assalamualaikum..admin tiktok aku mohon kembalikan aku aku lagi beri lagi kesempatan.. apa salah aku cuma gara gara upload foto meninggal om aku. padahal cuma mau buat momen terakhir please kasih kesempatan lagi admin tiktok kembalikan akun aku😢😢
Anila SR,23 Juli 2021,4,"video live gak bisa disimpan di beranda tiktok, upgrade biar bisa kesimpen diberanda dong"
Kode undangan GBDPPMNGMPYTG,4 Juli 2021,4,Keren banget aplikasi sangat bagus bisa menghasilakan uang dan sangat menghibur dengan video ...
Ridwan,31 Juli 2021,4,"Daftar tugas harian tidak muncul lagi, koin tidak bertambah"
Khaeruddin Zuhri,24 Mei 2021,4,"Alhamdulillah aplikasi ini membuat saya mengenal sesuatu yang baru. Tentu jika sesuatu digunakan untuk hal-hal yang baik, dia akan berdampak baik pula. Dan begitu sebalik. Teruslah membuat sesuatu yang menarik, lebih-lebih yang berbau edukasi"
Dimas Hausaja,9 Juli 2021,1,Gua sebagai penguna lama kecewa karna dah gak bisa ikut event tau gak bisa dapat duit hasil menonton jadi aku kasih bintang satu aja karna mengecewakan
Emilda01,8 Juli 2021,4,Aku kasih 3 saja dulu soal Aku Pernah pu Akun tiktok yang pertama dan di Blokir Permanen sepihak Saya cuma duet Dan berikan Edukasi Tentang Ketelanjangan dan pornografi yang selalu lewat Di Beranda dan Tidak Pantas di Pertontonkan
Nia Yusniati,12 Juni 2021,4,"Kok ditiktok saya gak ada point klik untuk tonton ya,cuma ada undang teman aja, tolong perbaikin dong please, sayang cuma nonton doang tapi point gak ada😭😭"
Made Isma,3 Juni 2021,4,"Aplikasi apakah ini??????????????????????????????????? Kok saya bingung pakai Di aplikasi ini aku lihat orang"" joget dengan lagu jedag jedug😂😂"
Satria Tayo,12 Juli 2021,4,"Bisa dapat informasi, berita, yang viral ,dll poko seru, kamu juga bisa memposting video loh"
ale ale,26 Mei 2021,4,"pihak tiktok tolong beri kebijakan dong... kami para pengguna tiktok, sedang berusaha menarik point yang kami kumpulkan, namun gagal menarik.. tolong tanggapi komentar komentar kami di pusat bantuan aplikasi tiktok."
saiman free,15 Juli 2021,4,Hp baru emil baru tapi tidak bisa untuk dapatkan koin berulang kali saya riset ganti email tapi itu sama saja payah
::F9RXADR6VXYSL ::,22 Mei 2021,4,"Coba aja siapa tau aplikasi ini membayar, yang ingin point tambahan gunakan kode undang di nama saya diatas biar oke bonus"
Kurnie 06,30 Mei 2021,4,Wes mantap pokok lanjut...
Bro DBoss,15 Juni 2021,4,"Great aplikasi, tapi misi menonton harian saya tidak muncul. Bagaiman saya bisa mengikuti misi? Tolong dibantu, terima kasih."
zeeya,5 Agustus 2021,4,"bagus, tapi kenapa saya kasih bintang 4 karena kadang suka lag"
LOVE STAR CAKE,12 Juli 2021,4,tiktok aplikasi yang bagus dapat menghibur kita sekian😘😘
Andry Bayu,29 Juli 2021,4,"Masih dipantau, hadiah gak kaya dulu... kadang error"
any bilytiy,1 Agustus 2021,4,Kalian cepat uninstall aplikasi ini soal tiktok mau dihack sama anonymous
Danny Musdany,30 Mei 2021,4,Halo tiktok saya baru saja menyelesaikan event mengundang pengguna baru tetapi kenapa hadiah yang saya dapat tidak bisa ditarik selalu penarikan gagal mohon dibantu saya sudah mengirimkan umpan balik di aplikasi tiktok tetapi tidak ada tanggapan di aplikasi mohon dibantu terima kasih
PRIY ADIP CHANNEL,5 Juli 2021,4,"Aplikasi sangat bagus,,,,, Cuman sayang video yang saya buat gak masuk ke beranda tiktok fyp,,,,,,,,,, Tolong dong kepada pihak tiktok supaya video di akun sugengrawuh54 supaya masuk kedalam beranda tiktok fyp,,,,,,,,,,,,, Nanti saya tambahkan bintang  kalo video buatan saya sudah fyp,,,,,,,... "
Johanes Eddy,20 Juli 2021,4,"Untuk lambang koin selalu hilang, tolong diperbaiki"
Echa Fitriyani,1 Agustus 2021,4,Biasa tiap nonton Video dpt point sekarang gak ah kecewa .aku kasih 4 bintang aja
Desi Ded,16 Juni 2021,4,Saya suka aplikasi ini bak event terutama undang teman saya suka tapi saya sudah undang teman baru tetapi teman saya gak bisa memasukan kode undangan saya padahal baru download mohon diperbak lagi event makasih.
akane_san,29 Juli 2021,4,"aplikasi bagus tapi, jangan ada shadow banned please 🥺, sudah itu aja😘"
Her Yani,16 Juli 2021,4,Kenapa oh kenapa logo koin susah banget muncul kenapa please tell me bagaimana cara untuk  koin selalu muncul 🥺🥺🙏
Aku no Hoky,27 Mei 2021,4,Aplikasi bagus kalo menoton di bayar tapi kenapa semakin lama semakin menurun pendapatan poin lama lama kalo bgitu terus yang baru install aplikasi ini bisa bisa uninstall aplikasi ini tolong kebijakan dari tiktok kenapa poin yang kita dapat semakin lama semakin menurun
Novalia Putri,19 Juli 2021,4,BAGUS BANGET...
QH 08,5 Agustus 2021,4,Kenapa fitur dapat point jika nonton video sudah tidak ada ya
Animasi Channel,26 Mei 2021,4,Alhamdulillah aplikasi ini bisa membantu saya untuk mendapatkan saldo gratis tetapi saya kecewa dengan aplikasi ini tidak sesuai dengan ketaan kata invite 10 teman dapat bonus 300k tapi ta tidak dapat saya kecewa banget dengan aplikasi ini
ALI IMRON,5 Juli 2021,4,"Saya suka banget aplikasi ini tapi, sering kali disini itu bak video yang tidak seharus ditampilkan dan itu yang membuat saya agak tidak suka aplikasi ini semoga bermanfaat"
Rahma Nidar,10 Juni 2021,4,Kasih bintang 4 dulu Karena pointku malah berkurang tiap hari. Bukan ditambah padahal aktif tiap hari... Dan bak kode undangan GX bisa masuk ..
Jaya aditia Riski Pratama,6 Agustus 2021,4,Puku kok gak ada misi lihat Video 30 menit sih?
Nur Nurianti,23 Mei 2021,4,Gunakan Rujukan F 9 K V 6 H L 9 X Y Y Q untuk dapatkan hadiah
Dona Doni,23 Juni 2021,4,Untuk tiktok kalo mau naik lagi aplikasi tolong diperbaiki masalah yang ada seperti penarikan juga undangan terus satu lagi masalah misi nonton yang jadi seperti lite lebih baik misi nonton seperti kemaren bukan yang lite jadi bak orang yang kembali menggunakan tiktok
LOVINA PUTRI GINTING,14 Juli 2021,4,Bagus sih tapi saya bingung kan mau masukin kode ke hp teman eh kok kode saya dibilang penipuan ya? Ini gimana ya?
natalia 11,15 Juli 2021,4,kirain bohongan eh terta terbukti membayar buruan masukan referall 👉GBZC9R9XMXYWY👈 Akan mendapatkan 100.000 point
Eny Yulia,25 Juli 2021,4,Seru Buat hiburan buat tambah pengetahuan juga... Karna ada video tetang pengetahuan juga
Richy Ridayanti,10 Juli 2021,4,Agak kesel sama aplikasi tiktok .. Dulu penghasilan 1 hari bisa 7 ribuan ..setiap hari selalu ada pengurangan hingga sekarang 1 hari cuma dapat seribuan bahkan 5 ratusan ..ngabisin kuota hampir 1 gb an nonton tiktok .. Tolong dong kalo gak niat kasih uang lebih baik tidak usah kasih koin
Gake Petir,30 Mei 2021,4,Suka banget poko dengan aplikasi yang satu ini
BGM• DTW,4 Agustus 2021,4,aplikasi yang bisa membantu ketika nol rupiah
GAMER NUBPLAYER,11 Juni 2021,4,"Mohon kebijaksanaan, saya sudah berkali kali mencoba untuk memasukkan kode rujukan dan selalu tidak bisa ""tidak lulus konten penipuan"" padahal saya pengguna baru"
Saruli Hutabarat,8 Agustus 2021,4,Tolong kurangi iklan biar kasih bintang 5
Evah Mad,11 Juni 2021,4,Ada kan event lagi dong. Biar member pada semangat. Cari kerja susah. Apa lagi di jaman pandemi seperti sekarang ini.. tiktok go terus.. jangan sampai tenggelam
IBEast90,18 Juli 2021,4,Akun tiktok saya tidak bisa siaran langsung di pc/mac karena fitur siaran di pc/mac tidak tersedia. mohon diperbaiki. Terima kasih.
