Nama,Tanggal,Rating,comment
mehdi kuy,11 Juli 2021,2,"sudah 2 hari ini aku tak masuk kerja,sudah 2 hari ini anak ku tak masuk sekolah,nasib..... Nasib"
Boba Milky,28 Juli 2021,2,karena tiktok anak saya susah belajar
Yusuf Daryanto,16 Juli 2021,2,aplikasi yang membuat tidak jadi produktif
Zulmizul Tia,4 Agustus 2021,2,"sudah beberapa hari ini entah coint tiktok ku sudah enggak bisa jalan lagi, padahal aku cuman ngarepin coin tiktoknya, bukan ngundang temen"
Undangan snack ❹⓿❸❷❽❽⓿❻❺,5 Agustus 2021,2,tidak seru sudah tidak ada event koin lagi
santi jias,29 Juli 2021,1,Di hari ke 4 kok tombol check in tiba tiba gak ada terus nonton video tahap 1 gak muter muter padahal dah nonton 40 menitan tolong dong bantuannya
MUHAMMAD FAIZ,29 Juli 2021,4,Hai pihak tiktok saya meminta maaf sebesar besarnya atas tindak kesalahan saya mohon kembalikan akun saya muhammadfaiz4921. yang diblokir maaf sebesar besarnya. terima kasih banyak.
Rimbun Gultom,22 Juli 2021,1,kenapa video saya tidak FYP
Via Fahrun,6 Agustus 2021,4,Kak aku mau beli barang ditiktok tapi pas diklik beli kok ada tulisan toko tidak tersedia pada akun anda .. itu gimana ya kak solusinya
Rijef Varsi,15 Juli 2021,1,terkadang ada video yang tidak menghibur
juna Yasa,23 Juli 2021,4,aplikasi ini bagus sekali
Syarah Fauziyah Azzahra,7 Agustus 2021,1,kenapa di tiktok banyak sekali video pembohongan
Dian Naela,2 Agustus 2021,4,Aplikasinya sudah bagus tapi kenapa ya saya tidak bisa menambah akun tiktok saya?? Terimakasih..
Meliana Nur,25 Juli 2021,2,suka lemot videonya
Referral Neo ABLR82,21 Juli 2021,4,Sangat terhibur banget sama aplikasi ini memang sangat bagus. selain menghibur dapat hadianya uang lagi ...
Kempu Nabi Official,8 Agustus 2021,4,"Saya dari kelas 5 SD sudah main tiktok dan saya tidak pernah bosan ,dan saya ingin menyampaikan terimakasih kepada pencipta tiktok"
Mardi Alba,12 Juli 2021,1,Tolong kepada pihak tiktok saya melakukan penarikan tapi saldonya gak berkurang tolong kepada pihak tiktok di proses secepatnya
Nur Asiah,12 Juli 2021,4,"Sejauh ini bagus, tapi tapi kalau bisa tolong ditingkatkan lagi fitur² untuk mengedit nya"
Kode tiktok GA82RRFCAPYZK,19 Juli 2021,4,Sangat bagus sekali saya suka aplikasinya sangat menghibur dan dapat uang pula ...
Aurelia Nadine,16 Juli 2021,2,setelah update tiktok membuat hp saya lag
Dauus 86,18 Juli 2021,4,empat dulu lah.. nanti kalo sudah banyak masuk duitnya.. gue tambahkan gue full in dah...ok bos
Wahyu wijaya,21 Juli 2021,4,"Sekarang makin susah,.. tiap mau nyelesain misi suka erorr, misi harian kadang tidak muncul, apalagi mengundang teman sering erorr."
Berry Afrian,5 Agustus 2021,4,"Saya mau bilang tiktok ini lucu...aplikasinya bisa dan mengizinkan konten2 yang berbau provokasi, hujatan, berbau sara tapi tidak boleh orang berkomntar yang mirip sebagai balasan...kalo memang tidak mau orang berkomentarnya negatif lalu dibatasi... bahkan diblok mending tidak usah mngizinkan konten 2 itu ditampilkan..."
Burungmerpati Merpati,15 Juli 2021,4,Tolong perbaiki akun saya tiba2 tidak bisa mengikuti misi harian.. mohon bantuannya dari aplikasi tiktok.
FREZAM FAHRI,19 Juli 2021,4,Maaf sebelumnya saya kasih bintang 4 kenapa punya saya untuk fitur nonton iklan dan nonton video 30 menit kok gak ada ya
Deningshy Moe,24 Juli 2021,4,Hallo admin tiktok tolong bantu saya agar saya bisa masuk ke akun tiktok saya karena saya lupa kata sandi dan email
Carmadi Anane,20 Juli 2021,4,Bagus aplikasinya sih tapi dari hasil undang teman yang ke 14 harinya kok tidak dapat memproses padahal saya nanya ke teman saya dia aktif menonton snack video Tolong dong jangan kecewakan
Alifzalikal Alif,13 Juli 2021,4,"tiktok ini gak jelas pertama aja,, bisa dapat poin, setelah seminggu lebih kita nonton,,, gak ada poin lagi sama sekali,"
Lois Sitorus,7 Agustus 2021,4,Aplikasi ini kenapa gak bisa di download saya akun ku hangus malah sudah banyak followersnya.
Cameliyah 990,15 Juli 2021,4,"Aku kasih bintang 3 aja lah dulu, semoga Allah SWT memperlancar kan Amin. Saya tambahkan ada 4 bintang ⭐"
Negia Gitano,14 Juli 2021,4,Ini tiktok seru banget dah karena bisa lihat video orang yang bagus dan bisa ngonten lagi 😍😍😍😍😍 dan aku kasih bintang 4
Keys Kausarillah,6 Agustus 2021,4,"Aplikasinya bagus bgt dan ngehibur tapii sayangnya sekarang rada ngelag jadi keganggu gitu, mohon maaf ya tolong di kasih update an kalo ada masalah biar kami semua yang memakai aplikasi ini juga nyaman saat menggunakan aplikasi ini🙏🙏"
Randy Syaputra,28 Juli 2021,4,kenapa orang lain gak bisa masukin kode refferal punya saya sih error mulu kenapa ini? Coba kasih tau dong
Siti syasikirani Ayu,25 Juli 2021,4,"Agak lelet dan efeknya kurang bagus masih agak lebih bagusan capcut kalau menurut aku ya gak tau kalau menurut kalian, aku gak bohong aku serius kadang macet² aplikasinya"
Kafka Yafi sakha,22 Juli 2021,4,"Terimakasih tiktok telah menyediakan dada dan paha secara gratis, tapi bro, ngetik ngmtd aja ga boleh komen lagi anjing"
friskya putri yanti,5 Agustus 2021,4,"Bagus sih, cuman kenapa yah ga bisa report akun haters? Please mohon bantuannya atau kalau bisa ada konten yang kebencian kayak gitu di takedown atau di nonaktifkan komentarnya. Karena kebanyakan anak kecil melihat dan itu tentu tidak baik. Mohon bantuannya."
Fridolin Nusalama,13 Juli 2021,4,bagus sih aplikasinya tapi tolong dong tiktok jangan blokir akun saya emangnya salah aku bikin video apa darimana kesalahannya mohon diperbaiki lagi ya
Rafael Nadal,19 Juli 2021,4,"Halo semoga dijawab, saya mau tanya kenapa ya di tiktok saya ketikan para pengguna tiktok yang lain gak bisa disalin ya????"
daffa hafidz,3 Agustus 2021,4,"Dulu enak, fypnya random. Sekarang knp fyp saya isinya berita semua tolong😭😭😭 please 7 atau 8 video aja jangan berita yang lewat fyp bosen lama"" lihat tiktok berita badminton mulu🙂🙏🙏"
Putri D.M,26 Juli 2021,4,"Bagus.............................................................. Btw yang enggak tau cara daftarnya aku kasih tau, 1.pencet tulisan saya yang ada di pinggir, 2.pencet daftar, 3.pencet nomor atau email, 4.lalu pilih tanggal,bulan,dan tahun kalian, 5.umur kalian minimal 18 tahun"
Khaerul Ramdani,18 Juli 2021,4,"Mohon maaf.. buat para admin.saya minta solusinya,,, Diriku kan pengguna baru.. Ketika diriku daftar akun.. memang ada tugas buat memasukan kode undangan.... Tetapi belom aku pake/atau memasukkan kode undangan... Nah setelah 4 hari kemudian diriku kan ingin memasukkan kode undangan"
Her Woii,21 Juli 2021,4,Min event check-in ada in terus lah. sama menonton video jangan di batesin . Biar makin semangat lihat tiktok
putri agustin,4 Agustus 2021,4,"Saya tidak suka aplikasi ini...,''''''''''''''''''''''''''''''''-'-'-------------- kenapa lihat dibawah sudah tau bagus kenapa"
Chill Donkey,5 Agustus 2021,4,Aplikasi jelek tapi bohong aplikasinya bagus banget
wawa anza,14 Juli 2021,4,Bagus banget aplikasinya ''''
Sandi Sandi,13 Juli 2021,4,aplikasinya dan videonya sangat bagus2 tapi kendalanya sama poinnya Sayakan pengguna baru dan baru bikin account tiktok dan sudah mengundang teman2 tapi poinnya masih tepap 0 tidak bertambah sama sekali
Nico Artadinata,6 Agustus 2021,4,"Saya kasih bintang 4 karena...... Kenapa hari ini tiktok saya jadi ngelag padahal jaringan saya juga bagus, saya juga sudah update. tapi kenapa tetap lag??? Mohon segera diperbaiki🙏"
GM 999,16 Juli 2021,4,Emang bagus kenapa tapi video saya di privasi padahal view dah besar kenapa di privasi min hapus lagi privasinys ff.gm999 ilangin privasinya kerja samanya min dari dulu ingin fyp.. Pas fyp video di privat tolong hilangin yah privasinya mohon kerja samanya min tolong direspon jangan di read saja yah.. ...
Aletta channel,3 Agustus 2021,4,"Menurut saya aplikasi ini sangat bagus, tapi saya minta tiktok Indonesia untuk menghapus video porno atau semacamnya, karna itu bisa menimbulkan dampak negatif, apalagi sekarang banyak anak kecil yang sudah main tiktok, jadi saya mohon sekali lagi tolong hapus video yang berhubungan dengan 18, terimakasih�..."
Fatur Rhmn,13 Juli 2021,4,kenapa saya selalu gagal saat melakukan penarikan saldo tiktok ke dana? tolong dong segera diperbaiki
septian Raditya,19 Juli 2021,4,Kenapa saya tidak mendapatkan poin setelah teman saya memakai kode saya selama 3 hari dan 14 hari Terdapat tulisan tidak dapat memproses
Khenesya Humaira,2 Agustus 2021,4,Aplikasi ini bagus banget tapi kalau ada hacker akun kita kehack jadi tolong kalau ada hacker banned akunnya ya tiktok
Nata-chan,7 Agustus 2021,4,Halo tiktok- Boleh ramein akun kakak ku ngga? Kalo boleh ni akunnya sukakamu_201
Rachmat Setyawan,15 Juli 2021,4,"Saya kasih bintang 4 dulu karena masih ada kendala, dari bonus point dari undangan teman tidak bisa di proses.. Kalau sudah dibetulin saya tambah bintang lagi"
レイハン電話してね,14 Juli 2021,4,Aplikasi dihpku ini sangat kesal buka tiktok langsung keluar gimana sih
khayrunnisa p.a,23 Juli 2021,4,"Jelek banget tapi bohong,,,,,,, bagus banget .kenapa lihat lihat 🙈"
beachshutup,17 Juli 2021,4,"Tambahkan fitur vn di komen/chat, kirim foto/video, tambahkan darkmode di andro, tambahkan fitur tag d video, fitur edit caption, dan fitur salin link berkali"", ketika kita tidak sengaja ke refresh, tambahin fitur kek ""apakah anda ingin merefresh?"" Gitu aja."
Siti Khodijah,5 Agustus 2021,4,"Min ini kenapa si kok tiktok jadi ngelag? tolong diperbaiki ya min,ku kira memoriku penuh/jaringan ku enggak bagus"
Selvie Massie,25 Juli 2021,4,Aplikasi nya bagus tapi sangat lambat untuk downloadnya .buat yang tidak mau download anda akan menyesal
Sulthan T.A,6 Agustus 2021,4,kenapa tiktok akhir akhir ini kok ngelag patah patah. orang lain pun merasa begitu juga mohon diperbaiki 🙏
19_ Putu Mutiara,3 Agustus 2021,4,"Menurut saya aplikasi ini bagus digunakan, jika kita menggunakannya secara bijak dan juga sesuai umur"
Sisca Harianja,22 Juli 2021,4,"tiktok ini bagus kok, terus bikin orng ketawa, tapi kurangin ya film yang aneh2, takutnya kalo bocil tonton yang aneh2 di tiktok mata mereka rusak, masa depannya juga rusak juga nanti, dikurangin ya film yang aneh2 di tiktok, btw aku kasih bintang 4 ya. Makasih"
Dewi Lestari,3 Agustus 2021,4,kok sekarang gak bisa dapet koin yang tonton video ya???? jawab dong kenapa ya?
Nanda Tri,27 Juli 2021,4,Sangat puas sama aplikasinya semoga berkembang dengan baik dan semoga akun saya bisa fyp terus amin..
Kode senekvideo ❹⓿❸❷❽❽⓿❻❺,14 Juni 2021,4,Emang benar aplikasinya bagus buat videonya juga keren keren ditonton ...
Indah Cicik,25 Juli 2021,4,"Assalamualaikum. aplikasi tiktoknya sih bener"" bisa dapet duit. tapi kok lama"" main tiktok koin saya GaK bertambah dan juga GaK ada misi buat nambah koin. setiap hari saya cek tetap GaK dapet misinya. tolong kasih bantuan buat masalah saya. kalo sudah ada misinya lagi nanti saya tambah bintangnya. sekian terimakasih..."
GBDPPMNGMPYTG Kode tiktok,23 Juni 2021,4,Memang sangat bagus aplikasinya buat menghibur disaat tonton videonya ...
Hania putri adilla,7 Agustus 2021,4,Pas diperbaharui tiktok saya jadi lemot. Kameranya juga jadi kurang bagus. Ga seperti biasanya
Nur Syahriza Wani,22 Juni 2021,4,"Bagus,saya seorang konten kreator tiktok ngedit"" lirik musik, kalo mau up suka macet"" kenapa ya,terus video saya sering ketahan tiktok viewersnya sedikit banget kadang nol, padahal followers sudah 1k lebih, terus belom bisa live, katanya kalo sudah 1k sudah bisa live, tapi saya belum"
Jaka aprianto,7 Agustus 2021,4,"Misi nonton video engga ada, hasil nihil perbaikannya di percepat, kalau sudah bener kasih bintang 5"
Reyhan M,15 Juni 2021,4,Bagus juga aplikasinya bisa dapat bonus berupa uang mantap ...
Kode undangan GBDPPMNGMPYTG,23 Juni 2021,4,Bagus banget aplikasi jadi ingin terus tonton videonya biar bonusnya makin tambah ...
مُحَمَّد جُوَندِ جُوَندِ,6 Agustus 2021,4,Izin menyampaikan tolong dong kok akun tiktok saya berbeda dengan yang lain.. tidak muncul event sperti temen² saya yang punya akun tiktok yang sudah lama daftar. Mohon di perbaiki min.🙏😔😔
Roxie Ross,10 Juli 2021,4,Menitnya kok gak jalan ya ? Padahal sudah di mainin ...kok lama lagi error' kah?
Dini Siti Nurwulan,31 Juli 2021,4,"Bagaimana cara menghapus akun tiktok saya yang lama? Karena saya lupa dengan password dan nama emailnya, dikarenakan akun tiktok saya berada di hp saya yang sudah rusak. Jika sudah ada solusinya, maka saya akan memberikan bintang 5"
jejeyyy,18 Juli 2021,4,"aplikasinya bagus kok, tapi kenapa ya habis aku update versi 20.4.4 kok gak bisa salin komentar?"
Kode snakvideo ❹⓿❸❷❽❽⓿❻❺,16 Juni 2021,4,Bagus aplikasinya dan dapat bonus uang lagi jadi serba terhibur ...
Kode undangan ❹⓿❸❷❽❽⓿❻❺,26 Juni 2021,4,Bagus sekali aplikasi tiktok bisa menghibur disaat tonton videonya jadi gak jenuh bisa tertawa ...
Andi Khumairah,10 Juli 2021,4,Saya sudah memasukan nomor saya tetapi kenapa pas tahun lahir ngga bisa ini yang mau memakai kakak saya kenapa tidak bisa untuk umur 20
Shaleha S,9 Juli 2021,4,"Aplikasi nya bagus kok ,,,,,,,,,,,,,,,,,,,,,,..........??????&7???-&_&?-&'??'-''#""-_-?????¿???¿??¿¿?¿? kenapa lihat kebawah sudah aku bilang bagus"
Mikha Nasution,7 Agustus 2021,4,Hai tiktok - boleh ramein video di akun jjovanka051 gak - kalo boleh ramein ya
Z E N I N,1 Agustus 2021,4,"Akhir akhir ini kenapa yaa aku post video gak pernah fyp padahal video kemarin fyp terus, dan aku sudah ngedit Berjam jam malah kaga fyp. TERIMAKASIH"
Bei Bou,28 Juli 2021,4,Koin saya kenapa gak berubah ya.. Padahal orang yang saya undang sudah ceckin sampe hari ke 7..
Rere Dolphino,10 Juli 2021,4,"Aplikasinya memang bagus, tapi kenapa disaat mau melaporkan konten yang mengarah ke kekerasan, ujaran kebencian, dll kok selalu tidak bisa ya? Dengan alasan video yang dibuat tidak mengandung unsur tersebut, padahal jelas-jelas mengandung unsur itu."
Tiara Yanuar,30 Juli 2021,4,Good aplikasi to every all people.tapi kenapa sekarang gak bisa nonton klip video kalo mau nambah poin.
Nony 69,18 Juli 2021,4,Aku baru belajar main tiktok tolong bantu ya di pandemi sekarang ini biar bisa bertahan cari tambahan follow ya sobat bantu
Frans dhocill,17 Juli 2021,4,Bagus sih bagus tapi tolong kok gua gak kenapa² kena pelanggaran? kalo boleh diperbaiki ya
A Mutta,7 Juli 2021,4,Cakep banget aplikasinya bisa menghibur maju terus tiktok dengan semua videonya Dapat uang lagi selain menghibur.
FF L4Y,11 Juli 2021,4,Saya suka hanya saja event saldo terlalu kecil bagi pengguna yang sudah menjadi kreator. Good luck
Raditya Haidar Maheswara,15 Juli 2021,4,"Aplikasinya sudah bagus, tapi kenapa aku kasih bintang 4? Karena masih ada konten-konten yang menyesatkan, ketelanjangan dan pornografi, sudah aku report tapi masih saja muncul"
Angelica M.K,8 Juni 2021,4,"Bagus, tapi kok hari ini dan semalam saya tidak bisa lihat tiktok? Katanya koneksi tidak lancar, padahal lihat instagram, youtube bisa. Laporan masalah kirim masukan pun gak bisa karena katanya gak ada koneksi gimana sih? Padahal koneksi internet saya full, dan tidak macet. Ini terjadi di saya aja teman² gak, tolong..."
Kode senekvideo ❹⓿❸❷❽❽⓿❻❺,2 Juni 2021,4,Buat aku sih aplikasinya sangat lah bagus dan konten videonya juga bikin terhibur jadi bikin ketawa ...
Kode undangan GBDPPMNGMPYTG,27 Juni 2021,4,Sangat bagus banget aplikasinya jadi terhibur di tiktok buat hari hari yang penuh kejenuhan sambil ngopi ama ngerokok ...
Iwan Saputra,31 Juli 2021,4,aplikasi ini bagus banget Tapi... Kenapa akun ku kena blok tanpa alasan ya?
Siti Nuryanti,29 Juli 2021,4,"Please tiktok buat fitur scroll otomatis dong, kalo lagi makan sambil lihat tiktok jadi tidak perlu ribet"
carissa zeny,25 Juli 2021,4,"Sangat membantu saat boring. Tapi videoku gapernah Fyp. Sekian, gitu aja."
Serena Edwards,4 Juli 2021,4,Gunakan kode ini 🅖̤̤̤̤̤͟͟🅑̤̤̤̤̤͟͟🅔̤̤̤̤̤͟͟🅛̤̤̤̤̤͟͟🅩̤̤̤̤̤͟͟🅟̤̤̤̤̤͟͟🅑̤̤̤̤̤͟͟🅣̤̤̤̤̤͟͟🅡̤̤̤̤̤͟͟🅟̤̤̤̤̤͟͟🅨̤̤̤̤̤͟͟🅦̤̤̤̤̤͟͟🅖̤̤̤̤̤͟͟ pastinya mendapatkan koin tambahan terbanyak Tiktok emang TERKEREN ...
Kode undangan GBDPPMNGMPYTG,30 Mei 2021,4,Kenapa gak dari dulu gue ya gak dowload aplikasinya ternyata bagus jadi ketawa sendiri ckckckckckckckckckckckckck...
Satria Amanda,19 Juli 2021,4,Hai sobat kenapa akhir² tidak menyenangkan sedikit kecewa. Tugas tiktok sudah saya selesaikan tapi koinnya gak nambah Terus koin yang berjalan berputar koinya cuma sedikit dibawah 20koin Bisa dikasih penjelasan tentang aplikasi tikitok ini wahai admin????
Adam Adam,27 Juli 2021,4,Aplikasi aku belum cukup tau jadi aku kasih bintang 4 dulu kalau sudah bagus aku tambahkan 5 bintang
aditama. cm,30 Juni 2021,4,Bagus sih bisa dapetin duit REAL... Tapi sayang tugas untuk menambah poinnya hanya menonton selama 30 menit Rp.7000 aja setiap harinya. Kalo bisa ditambahkan lagi tugas perhari untuk menambah poinnya...
trianto cahhackker,19 Mei 2021,1,Aplikasinya jelek banget ...
Ana Zulaikah,1 Juli 2021,4,"Assalamualaikum. Mohon maaf tiktok yang buat ini aplikasi, kenapa ya saat mau buka komentar malah jadinya ada kata kata gini.. jadilah orang yang pertama berkomentar. Padahal ada Lo yang komen tolong diperbaiki yah aplikasi bagus"
Gristy Kordak,14 Juli 2021,4,Tiktok tolong cek kenapa fyp saya orang USA semua gak ada indonesia.. kan jadi gak asik.. terus saya cek komen banyak yang punya pengeluhan yang sama
BELOVERS CHENEL,24 Juli 2021,4,Mohon bantuannya tiktok untuk memperbarui tiktok saya karena pas saya ingin menonton tiktok tiba tiba macet dan keluar mohon bantuannya tiktok
yogi mulyadi,19 Juli 2021,4,Game ini bagus Apa lihat2 cantik bilang
Luthfi ana,26 Juni 2021,4,Wow bagus banget aplikasinya
Nabila maulidyah,8 Agustus 2021,4,Aku kurangi bintangnya satu karena waktu aku buka tiktok selalu keluar sendiri tolong diperbaiki🙏
Ambar 0472,22 Juli 2021,4,"Aplikasi bagus,tapi kok koin gak bisa muter ya...... nanti kalau dah bisa muter Ku kasih 5*"
DEDY SITOMPUL OFFICIAL,20 Juli 2021,4,"Tiktok aku kenapa ya bonusnya gak jalan ,padahal sudah saya klik tanda bonus tapi gak berputar"
Putra Sulung,24 Juli 2021,4,"Kenapa ya kak developer koin ku kok gak jalan,dan dikolom pilihan tidak ada pilihan menonton"
Ratna Wijaya,23 Juli 2021,4,"Sebenarnya bagus, tapi pas klik bonus 2× gak ada tulisan misi, biasanya ada ini engga 😢😢😭😭"
angga gaming,2 Agustus 2021,4,Maaf aku cuma kasi 4 bintang soalnya aku sudah banyak followers sama suka masa gak dikasih saldo apa²
Albyanca Kusuma,11 Juli 2021,4,Kasih 4 dulu ya kalo sudah bisa dapat poin saya kasih bintang 5 karena sekarang menonton video tidak mendapatkan poin.. 3 hp 3 akun semua sama jadi ga dapat poin.. Misi menonton videonya tidak ada.. Apakah nonton video sekarang sudah tidak dapat poin lagi? Eventnya masih berjalankah ? Entahlah
Kode undang GBDPPMNGMPYTG,13 Juni 2021,4,Cakep banget aplikasinya bikin jadi tonton terus videonya bikin tersenyum terus ...
Origi Divock,15 Juli 2021,4,Aplikasi yang bermanfaat banget buat pengetahuan tapi tergantung yang menggunakannya saja sih mantap sih pokoknya👍👍👍
ian sofyan,18 Juli 2021,4,Saya kasih bintang 4..cuma saya mau bertanya Saya kan tarik /Tukar uang kok uang tersebut sudah lebih dari 3 hari belom masuk2 Rek saya..kok bisa dan laporannya pun cuma dana sudah masuk ke rekening anda.. cuma tulisan doang dan saya cek gak ada yang masuk ke rekening saya sampai sekarang
aidil hanafi,10 Juli 2021,4,Gemes ini sangat bagus Tapi bagus
Sam Sudin,15 Juli 2021,4,"Pertama saya dapat saldo nyampe 65000 mau diambil gak bisa sekarang malah hilang saldonya, mohon bantuannya. Terimakasih"
jasmine wk,29 Juli 2021,4,"untuk developernya, tolong banget DMnya dikasih fitur reply biar gak bingung pas chatting, pasti yang lain juga ikut bingung, apa lagi yang ngetiknya pada cepet2"
M. Aksya Raihan,25 Juli 2021,4,"akun saya diblokir tiba tiba, padahal saya tidak melakukan apapun yang melanggar panduan komunitas tiktok, mohon bantuannya agar akun saya tidak di blokir🙏🏻"
Anditanaysyella Fitriacahayu,19 Juli 2021,4,Saya suka dengan aplikasi tiktok ini saya senang sekali mengunakan aplikasi tiktok😊
Saiful Azhari,18 Juli 2021,4,Ayo gas kan coba aplikasi ini tiktok namanya aplikasinya keren Angel mantap jangan lupa like and comment
Andini Agustina,6 Agustus 2021,4,Maaf ko tiktoknya ngeleg ya tolong diperbaiki aku merasa gak nyaman banget karna ini tolong ya
waldanrifki1919,2 Juli 2021,4,"Alhamdulillah Tiktok ini sangat membantu dan nambah2 penghasilan, tapi saya mohon admin kalau bisa bonus nontonnya gak usah dibeda-bedakan dengan mengikuti merk hp,, misi nonton saya cuma 7000 poin/hari selama 30 menitip vivo. Sedangkan teman saya merk hp xiomi penghasilan misinya 13.000 poin/hari.."
channel idaman,23 Juli 2021,4,Sangat bagus apa masih lihat kan aku bilang bagus bagus
Dendi Tarma,14 Juli 2021,4,"Kalau mau kasih duit jangan nanggung"" dong. itu koin lama lama makin berkurang,"
Hi Dayat,20 Juli 2021,4,Seru dan bisa ngasilin uang Tapi masih kadang ada bug yang bikin chalengenya gak bisa ikutan
Ina Aulins,1 Juni 2021,1,aplikasinya jelek👺👺👺👺👺👺...
Sabrina Hanna,11 Juli 2021,4,"Maaf ya aku kasih bintang 4 karena katanya koneksi jaringan tidak stabil tapi di youtube kok baik² aja, ingin nonton tiktok dan baca komentar tapi gimana caranya coba orang jaringannya masih baik dan lancar, tolong diperbaiki lagi ya👌😁 tidak bermaksud menyinggung."
Yahya Teguh,31 Juli 2021,4,"4 dulu karena point gak bisa nambah, padahal tiap hari sudah follow 1 jam lebih.."
glorya the channel,16 Juli 2021,4,AKU suka tapi anehnya 😔 kok kalian bisa dapet duit dan juga tiktok nguras baterai 😭😭😭💔 itu doang punten
rafi nursyahid,21 Juli 2021,4,Fitur tiktok bagus saya bisa ngedit semua video saya dan bisa lihat video orang yang menarik
XD3RE,16 Juli 2021,4,Silahkan memasukan code undangan ini GBGP9SL7S7YZG agar kalian mendapatkan point Rp penukaran uang
Nabil Safwan,23 Juli 2021,4,bagus sekali
Jasmine,21 Juli 2021,4,"bagus sih, tapi kok kadang² komenku sering gak ke posting? Tolong diperbaiki 🙏🏻"
Muhammad Fadli,7 Agustus 2021,4,Kenapa selalu ngelag tiktok sekarang? Padahal jaringan saya bagus
Sastra Wiguna,7 Agustus 2021,4,halo developer boleh masukin dan ramein akun . cuthieebloom gal?? makasih
Agustina Mantolas,31 Juli 2021,4,Saya sangat suka aplikasi ini Karana sangat menghibur dan bisa ngilangin rasa sedih Lo🥰🥰
amaliya Nur Hanani,26 Juni 2021,4,"Aku mau kasih masukan buat update aplikasinya. Fitur simpan/keep ditiktok dibuat kaya di instagram, jadi bisa bikin kategori2 penyimpanan. Karna gak semua video bisa di download, bisanya di keep doang pake fitur simpan aplikasinya. Biar lebih gampang buat klasifikasi konten yang disimpan aja gitu"
Daniel Kristian,11 Juli 2021,4,Gue kasih bintang 4 karena tiktok keseringan update. Mohon jangan keseringan update
barca national,4 Agustus 2021,4,"Kenapa akun saya gagal penarikan dan eventnya beda, nggak kaya biasanya, aneh banget"
Dimas Jr,22 Juli 2021,4,"Assalamualaikum saya minta saran tolong dong dijadikan kayak dulu lagi yang bisa dapet uang dari aplikasi ini, tolonglah admin saya dari kaum rebahan di rumah tolong dibantu admin"
Max Pro,12 Juli 2021,4,Mohon konten politik rasis provokator blokir lah min.. sekarang kadang ajang adu domba di tiktok dengan konten2 gak jelas. mana tiktok yang dulu ajang buat hiburan lucu2 an. sekarang jadi ajang politik provokator gak jelas.. ayolah min benahinn
Azmi Noval,25 Juli 2021,1,Kenapa ya padahal aku sudah pilih genre buat tiktok aku. Tapi kok isinya lgbt sama kegoblokan orang contohnya gay ragil bugil sama drama gak jelas uya kuya Kalo masak-masak kayak dims the meat guy ok itu berguna atau gak Medy Renaldy Gerald Vincent itu mengedukasi tapi kok yang sering fyp kegoblokan ...
Adinda Nauraputri,27 Juli 2021,4,"Gak ada misi menonton video . Percuma download gak dapet uang juga puter"" video juga"
Nurcahyo Budi nugroho,19 Juli 2021,4,Kak kenapa sekarang Punyaku enggak bisa buat cari uang lagi maaf ya ini cuma saya kasih bintang 4
Alexa putri Undriani Caca,27 Juli 2021,4,Bagus banget bisa jadi tempat refresing mata 🥰
Abizar Raya,30 Juli 2021,4,"Sangat ampuh untuk mengusir rasa bosan selama ppkm, tapi ada ikon duit lu jing"
Hasan Rosadi,15 Juli 2021,4,Saya senang dengan aplikasi ini. Tapi kenapa tida bisa masukan kode undangan.
Yennii Karthyka,17 Juni 2021,4,Jelek banget eh enggak kok Malah bagus banget
Haeria Anniza,10 Juni 2021,4,"✍️ G A G 6 E T L U 9 X Y T X # klaim hadiahmu dengan menggunakan kode diatas,.<..."
Olivia Christian,25 Juli 2021,4,"Kak kalo mau ganti nomor rekening dana apa bisa ya, tapi gak ganti akun please jawab"
Rayhan Guntur Pamungkas,18 Juli 2021,4,Developer tiktok tambahkan poin setiap login sehari 2000 poin setiap hari semoga komentar saya diterima
tevan nueta,7 Agustus 2021,4,"👌kenapa ya saya nonton video tidak dapat koin, parah ah tiktok menghabiskan waktu jadi sia sia"
Nyakra Baskara,18 Juli 2021,4,Perhatikan langkah Anda dalam berkreasi bagi kami warga family kelas sekolah dasar
KINANES QUEENNESA,8 Agustus 2021,4,Bagus sih tiktok. tapi tolong orangnya pada gak sopan ketikan-nya and pada miris. tolong banget please toleransi. mau gimanapun juga tetap lebih sopan lagi supaya yang baru main tiktok gak risih. please banget ya tiktok indonesia
Nani Nani,18 Juni 2021,4,"Saya suka aplikasi ini, tapi sayangnya sekarang selalu berubah, kemarin saya nonton video nya selama 30 mnit ada bonus 28000, sekarang kok malah berubah bonusnya jdi lebih kecil malah jadi 7000, kenapa ya.. Saya mohon agar bisa di perbaiki biar saya lebih semangat menontonnya, kan biar terhibur sekalian..."
Fabio Ariansyah,16 Juli 2021,4,Ih bagus bangeet //????cie penasaran ya
Chries Tella,22 Juli 2021,4,"Kenapa makin hari makin banyak yang harus di update, gue 2 hari yang lalu baru update dan selaras disuruh update"
Posman Sitohang,17 Juli 2021,4,Orang yang saya ajak pengguna baru pada hari ke 14 pointnya tidak dapat di proses.. kalau memang tidak bisa diproses alasannya kenapa?
Ahmad Maryoko,5 Agustus 2021,4,Kok gak bisa ngedaftar sih? 😠 Pas disuruh tulis tahun bearap lahirnya malah gak bisa 😒
Sri Pujianti,16 Juli 2021,4,Kok gak bisa livestreaming sih? Kan sudah followersnya lebih 1k
